x,y,popularity,Cluster Area,Popularity Mean,Cluster Size,Popularity Variance
0.7574141366946344,0.02267306243294234,-0.6662525234957168,0.4795725930286511,0.09041708204978872,0.229064039408867,0.38077515321922345
-1.6327637598750475,0.2875436053250389,-0.9345643875115821,0.9537777723090562,0.07646478884427732,0.4039408866995074,0.006901794799417344
1.097956169263419,-1.0882978694709802,0.8826602748686356,0.5276783427982933,0.3062332179696133,0.1083743842364532,0.03847921327333042
1.588867298921088,-0.9989921557962064,-0.3521278729429862,0.3945935810097855,0.15570042804052672,0.15517241379310345,0.0225359866781578
0.40400826166022497,-0.8008546990174236,-0.048311625623514216,0.5684827268721222,0.20410277136290536,0.2955665024630542,0.37963276903375137
-0.3185989979276935,1.0872803805479252,0.8570495323004961,0.3356952279009515,0.3073295654534034,0.3596059113300493,0.02298428953381795
-1.0265614910600325,-0.2885638098030471,0.25473640388537944,0.2827376669236881,0.2396691633822539,0.09113300492610836,0.24389108011266464
0.8612400360393134,-0.5065757311813293,1.492511447496376,0.6194581112024616,0.3846736501892588,0.12315270935960593,0.022489859451054653
-1.527748931090024,0.3965785879519729,-1.5519899409024276,0.4983621301468991,0.0,0.2019704433497537,5.8660860710058395e-30
1.00955960958142,-1.008378789575176,1.1331356746672414,0.20189444858590794,0.3439668990863288,0.07389162561576355,0.028890454432274844
0.07647234741193404,-0.9090168946487914,0.8661708757380026,0.6504997072752823,0.3078371492703952,0.270935960591133,0.013129328954165805
0.3810965022227352,0.3431648648613423,-1.2528958933881642,0.3439296676617422,0.016689900703851606,0.5270935960591133,0.4074338943285351
0.5860838376956216,0.9953484979684544,1.1569428723399275,0.3430217471350028,0.33528445364660264,0.16995073891625614,0.4800433812815456
-1.2887472661432422,1.2538486254988417,0.8685195353101224,0.4379314267666575,0.3083049026119037,0.18719211822660095,0.027301407507380752
-0.8034801767808363,-0.011469187725987194,0.2588504978879284,0.12201692567250025,0.24550731837437664,0.2044334975369458,0.4208514440600004
1.7644247657655836,-1.090486771493015,0.8525050264473689,0.4987629089670972,0.29722056326273466,0.1724137931034483,0.31445830626427856
1.0579630340726074,-1.6401230800753344,1.4675948336040203,0.5836378092078818,0.35387355348311794,0.2044334975369458,0.09520307382829528
-1.1077568913690603,2.3853940971351077,0.5833588384454153,0.6139307160643185,0.27383396194248594,0.19704433497536947,0.12663286071195753
1.1842589736376978,0.005447109474733058,-0.9134690103886004,0.4271123797484021,0.07721868380411906,0.1477832512315271,0.00502052354800121
0.002468558754543752,-1.4815971719089531,-0.3789604415746273,0.5941676644351629,0.15247248719118553,0.07389162561576355,0.008472539343710235
